WIKIDATA,name,MS_FB,MS_FB_PARE
Q50572435,안양시제2선거구,country:kr/province:41/flacs-constituency:anyang-2,country:kr/province:41
Q50572436,고양시제6선거구,country:kr/province:41/flacs-constituency:goyang-6,country:kr/province:41
Q50572437,이천시제2선거구,country:kr/province:41/flacs-constituency:icheon-2,country:kr/province:41
Q50572439,성남시제6선거구,country:kr/province:41/flacs-constituency:seongnam-6,country:kr/province:41
Q50572440,고양시제5선거구,country:kr/province:41/flacs-constituency:goyang-5,country:kr/province:41
Q50572441,성남시제7선거구,country:kr/province:41/flacs-constituency:seongnam-7,country:kr/province:41
Q50572444,수원시제5선거구,country:kr/province:41/flacs-constituency:suwon-5,country:kr/province:41
Q50572445,김포시제2선거구,country:kr/province:41/flacs-constituency:gimpo-2,country:kr/province:41
Q50572446,여주시제1선거구,country:kr/province:41/flacs-constituency:yeoju-1,country:kr/province:41
Q50572448,성남시제4선거구,country:kr/province:41/flacs-constituency:seongnam-4,country:kr/province:41
Q50572452,용인시제7선거구,country:kr/province:41/flacs-constituency:yongin-7,country:kr/province:41
Q50572453,파주시제4선거구,country:kr/province:41/flacs-constituency:paju-4,country:kr/province:41
Q50572454,김포시제3선거구,country:kr/province:41/flacs-constituency:gimpo-3,country:kr/province:41
Q50572455,용인시제6선거구,country:kr/province:41/flacs-constituency:yongin-6,country:kr/province:41
Q50572456,안성시제1선거구,country:kr/province:41/flacs-constituency:anseong-1,country:kr/province:41
Q50572457,부천시제8선거구,country:kr/province:41/flacs-constituency:bucheon-8,country:kr/province:41
Q50572459,용인시제1선거구,country:kr/province:41/flacs-constituency:yongin-1,country:kr/province:41
Q50572460,용인시제5선거구,country:kr/province:41/flacs-constituency:yongin-5,country:kr/province:41
Q50572461,성남시제2선거구,country:kr/province:41/flacs-constituency:seongnam-2,country:kr/province:41
Q50572463,과천시선거구,country:kr/province:41/flacs-constituency:gwacheon-1,country:kr/province:41
Q50572464,고양시제2선거구,country:kr/province:41/flacs-constituency:goyang-2,country:kr/province:41
Q50572466,양평군제2선거구,country:kr/province:41/flacs-constituency:yangpyeong-county-2,country:kr/province:41
Q50572467,안산시제7선거구,country:kr/province:41/flacs-constituency:ansan-7,country:kr/province:41
Q50572468,고양시제8선거구,country:kr/province:41/flacs-constituency:goyang-8,country:kr/province:41
Q50572470,파주시제1선거구,country:kr/province:41/flacs-constituency:paju-1,country:kr/province:41
Q50572471,광주시제2선거구,country:kr/province:41/flacs-constituency:gwangju-2,country:kr/province:41
Q50572472,안양시제3선거구,country:kr/province:41/flacs-constituency:anyang-3,country:kr/province:41
Q50572473,포천시제1선거구,country:kr/province:41/flacs-constituency:pocheon-1,country:kr/province:41
Q50572474,남양주시제4선거구,country:kr/province:41/flacs-constituency:namyangju-4,country:kr/province:41
Q50572475,오산시제2선거구,country:kr/province:41/flacs-constituency:osan-2,country:kr/province:41
Q50572476,남양주시제1선거구,country:kr/province:41/flacs-constituency:namyangju-1,country:kr/province:41
Q50572477,포천시제2선거구,country:kr/province:41/flacs-constituency:pocheon-2,country:kr/province:41
Q50572479,수원시제1선거구,country:kr/province:41/flacs-constituency:suwon-1,country:kr/province:41
Q50572480,구리시제1선거구,country:kr/province:41/flacs-constituency:guri-1,country:kr/province:41
Q50572483,안산시제1선거구,country:kr/province:41/flacs-constituency:ansan-1,country:kr/province:41
Q50572484,수원시제2선거구,country:kr/province:41/flacs-constituency:suwon-2,country:kr/province:41
Q50572485,화성시제1선거구,country:kr/province:41/flacs-constituency:hwaseong-1,country:kr/province:41
Q50572486,의정부시제1선거구,country:kr/province:41/flacs-constituency:uijeongbu-1,country:kr/province:41
Q50572487,부천시제3선거구,country:kr/province:41/flacs-constituency:bucheon-3,country:kr/province:41
Q50572488,연천군선거구,country:kr/province:41/flacs-constituency:yeoncheon-county-1,country:kr/province:41
Q50572489,부천시제7선거구,country:kr/province:41/flacs-constituency:bucheon-7,country:kr/province:41
Q50572490,안산시제8선거구,country:kr/province:41/flacs-constituency:ansan-8,country:kr/province:41
Q50572491,파주시제3선거구,country:kr/province:41/flacs-constituency:paju-3,country:kr/province:41
Q50572493,구리시제2선거구,country:kr/province:41/flacs-constituency:guri-2,country:kr/province:41
Q50572495,하남시제1선거구,country:kr/province:41/flacs-constituency:hanam-1,country:kr/province:41
Q50572496,오산시제1선거구,country:kr/province:41/flacs-constituency:osan-1,country:kr/province:41
Q50572497,고양시제7선거구,country:kr/province:41/flacs-constituency:goyang-7,country:kr/province:41
Q50572498,안성시제2선거구,country:kr/province:41/flacs-constituency:anseong-2,country:kr/province:41
Q50572501,동두천시제2선거구,country:kr/province:41/flacs-constituency:dongducheon-2,country:kr/province:41
Q50572503,안산시제5선거구,country:kr/province:41/flacs-constituency:ansan-5,country:kr/province:41
Q50572505,하남시제2선거구,country:kr/province:41/flacs-constituency:hanam-2,country:kr/province:41
Q50572506,성남시제3선거구,country:kr/province:41/flacs-constituency:seongnam-3,country:kr/province:41
Q50572507,고양시제1선거구,country:kr/province:41/flacs-constituency:goyang-1,country:kr/province:41
Q50572509,수원시제8선거구,country:kr/province:41/flacs-constituency:suwon-8,country:kr/province:41
Q50572513,수원시제9선거구,country:kr/province:41/flacs-constituency:suwon-9,country:kr/province:41
Q50572517,의왕시제1선거구,country:kr/province:41/flacs-constituency:uiwang-1,country:kr/province:41
Q50572520,양평군제1선거구,country:kr/province:41/flacs-constituency:yangpyeong-county-1,country:kr/province:41
Q50572521,시흥시제2선거구,country:kr/province:41/flacs-constituency:siheung-2,country:kr/province:41
Q50572524,광명시제2선거구,country:kr/province:41/flacs-constituency:gwangmyeong-2,country:kr/province:41
Q50572526,화성시제2선거구,country:kr/province:41/flacs-constituency:hwaseong-2,country:kr/province:41
Q50572531,양주시제2선거구,country:kr/province:41/flacs-constituency:yangju-2,country:kr/province:41
Q50572533,시흥시제3선거구,country:kr/province:41/flacs-constituency:siheung-3,country:kr/province:41
Q50572535,평택시제2선거구,country:kr/province:41/flacs-constituency:pyeongtaek-2,country:kr/province:41
Q50572538,광명시제4선거구,country:kr/province:41/flacs-constituency:gwangmyeong-4,country:kr/province:41
Q50572541,평택시제4선거구,country:kr/province:41/flacs-constituency:pyeongtaek-4,country:kr/province:41
Q50572542,수원시제6선거구,country:kr/province:41/flacs-constituency:suwon-6,country:kr/province:41
Q50572545,평택시제1선거구,country:kr/province:41/flacs-constituency:pyeongtaek-1,country:kr/province:41
Q50572547,김포시제1선거구,country:kr/province:41/flacs-constituency:gimpo-1,country:kr/province:41
Q50572551,동두천시제1선거구,country:kr/province:41/flacs-constituency:dongducheon-1,country:kr/province:41
Q50572552,수원시제7선거구,country:kr/province:41/flacs-constituency:suwon-7,country:kr/province:41
Q50572555,부천시제2선거구,country:kr/province:41/flacs-constituency:bucheon-2,country:kr/province:41
Q50572557,이천시제1선거구,country:kr/province:41/flacs-constituency:icheon-1,country:kr/province:41
Q50572566,의정부시제4선거구,country:kr/province:41/flacs-constituency:uijeongbu-4,country:kr/province:41
Q50572569,안산시제2선거구,country:kr/province:41/flacs-constituency:ansan-2,country:kr/province:41
Q50572572,용인시제3선거구,country:kr/province:41/flacs-constituency:yongin-3,country:kr/province:41
Q50572576,광명시제3선거구,country:kr/province:41/flacs-constituency:gwangmyeong-3,country:kr/province:41
Q50572579,부천시제4선거구,country:kr/province:41/flacs-constituency:bucheon-4,country:kr/province:41
Q50572581,고양시제3선거구,country:kr/province:41/flacs-constituency:goyang-3,country:kr/province:41
Q50572583,시흥시제1선거구,country:kr/province:41/flacs-constituency:siheung-1,country:kr/province:41
Q50572585,양주시제1선거구,country:kr/province:41/flacs-constituency:yangju-1,country:kr/province:41
Q50572587,의왕시제2선거구,country:kr/province:41/flacs-constituency:uiwang-2,country:kr/province:41
Q50572589,안양시제1선거구,country:kr/province:41/flacs-constituency:anyang-1,country:kr/province:41
Q50572593,군포시제2선거구,country:kr/province:41/flacs-constituency:gunpo-2,country:kr/province:41
Q50572600,남양주시제5선거구,country:kr/province:41/flacs-constituency:namyangju-5,country:kr/province:41
Q50572601,수원시제4선거구,country:kr/province:41/flacs-constituency:suwon-4,country:kr/province:41
Q50572602,부천시제6선거구,country:kr/province:41/flacs-constituency:bucheon-6,country:kr/province:41
Q50572603,여주시제2선거구,country:kr/province:41/flacs-constituency:yeoju-2,country:kr/province:41
Q50572606,안산시제4선거구,country:kr/province:41/flacs-constituency:ansan-4,country:kr/province:41
Q50572610,안산시제3선거구,country:kr/province:41/flacs-constituency:ansan-3,country:kr/province:41
Q50572611,의정부시제3선거구,country:kr/province:41/flacs-constituency:uijeongbu-3,country:kr/province:41
Q50572614,계양구제4선거구,country:kr/met-city:28/flacs-constituency:gyeyang-district-4,country:kr/met-city:28
Q50572616,부평구제4선거구,country:kr/met-city:28/flacs-constituency:bupyeong-district-4,country:kr/met-city:28
Q50572618,동구제2선거구,country:kr/met-city:28/flacs-constituency:dong-district-2,country:kr/met-city:28
Q50572625,중구제1선거구,country:kr/met-city:28/flacs-constituency:jung-district-1,country:kr/met-city:28
Q50572626,남동구제5선거구,country:kr/met-city:28/flacs-constituency:namdong-district-5,country:kr/met-city:28
Q50572628,부평구제2선거구,country:kr/met-city:28/flacs-constituency:bupyeong-district-2,country:kr/met-city:28
Q50572629,계양구제1선거구,country:kr/met-city:28/flacs-constituency:gyeyang-district-1,country:kr/met-city:28
Q50572630,남구제4선거구,country:kr/met-city:28/flacs-constituency:nam-district-4,country:kr/met-city:28
Q50572631,부평구제5선거구,country:kr/met-city:28/flacs-constituency:bupyeong-district-5,country:kr/met-city:28
Q50572632,서구제3선거구,country:kr/met-city:28/flacs-constituency:seo-district-3,country:kr/met-city:28
Q50572633,남동구제2선거구,country:kr/met-city:28/flacs-constituency:namdong-district-2,country:kr/met-city:28
Q50572636,연수구제2선거구,country:kr/met-city:28/flacs-constituency:yeonsu-district-2,country:kr/met-city:28
Q50572639,동구제1선거구,country:kr/met-city:28/flacs-constituency:dong-district-1,country:kr/met-city:28
Q50572641,강화군선거구,country:kr/met-city:28/flacs-constituency:ganghwa-county-1,country:kr/met-city:28
Q50572644,남구제3선거구,country:kr/met-city:28/flacs-constituency:nam-district-3,country:kr/met-city:28
Q50572648,연수구제1선거구,country:kr/met-city:28/flacs-constituency:yeonsu-district-1,country:kr/met-city:28
Q50572652,옹진군선거구,country:kr/met-city:28/flacs-constituency:ongjin-county-1,country:kr/met-city:28
Q50572660,남동구제1선거구,country:kr/met-city:28/flacs-constituency:namdong-district-1,country:kr/met-city:28
Q50572661,남구제1선거구,country:kr/met-city:28/flacs-constituency:nam-district-1,country:kr/met-city:28
Q50572662,남동구제3선거구,country:kr/met-city:28/flacs-constituency:namdong-district-3,country:kr/met-city:28
Q50572664,중구제2선거구,country:kr/met-city:28/flacs-constituency:jung-district-2,country:kr/met-city:28
Q50572665,부평구제1선거구,country:kr/met-city:28/flacs-constituency:bupyeong-district-1,country:kr/met-city:28
Q50572666,부평구제3선거구,country:kr/met-city:28/flacs-constituency:bupyeong-district-3,country:kr/met-city:28
Q50572667,서구제2선거구,country:kr/met-city:28/flacs-constituency:seo-district-2,country:kr/met-city:28
Q50572668,서구제4선거구,country:kr/met-city:28/flacs-constituency:seo-district-4,country:kr/met-city:28
Q50572669,서구제1선거구,country:kr/met-city:28/flacs-constituency:seo-district-1,country:kr/met-city:28
Q50572670,계양구제2선거구,country:kr/met-city:28/flacs-constituency:gyeyang-district-2,country:kr/met-city:28
Q50572671,남동구제4선거구,country:kr/met-city:28/flacs-constituency:namdong-district-4,country:kr/met-city:28
Q50572674,연수구제3선거구,country:kr/met-city:28/flacs-constituency:yeonsu-district-3,country:kr/met-city:28
Q50572676,계양구제3선거구,country:kr/met-city:28/flacs-constituency:gyeyang-district-3,country:kr/met-city:28
Q50572678,남구제2선거구,country:kr/met-city:28/flacs-constituency:nam-district-2,country:kr/met-city:28
Q50572681,동구제2선거구,country:kr/met-city:31/flacs-constituency:dong-district-2,country:kr/met-city:31
Q50572688,남구제1선거구,country:kr/met-city:31/flacs-constituency:nam-district-1,country:kr/met-city:31
Q50572689,북구제1선거구,country:kr/met-city:31/flacs-constituency:buk-district-1,country:kr/met-city:31
Q50572690,남구제5선거구,country:kr/met-city:31/flacs-constituency:nam-district-5,country:kr/met-city:31
Q50572691,중구제1선거구,country:kr/met-city:31/flacs-constituency:jung-district-1,country:kr/met-city:31
Q50572692,북구제3선거구,country:kr/met-city:31/flacs-constituency:buk-district-3,country:kr/met-city:31
Q50572694,중구제3선거구,country:kr/met-city:31/flacs-constituency:jung-district-3,country:kr/met-city:31
Q50572695,중구제4선거구,country:kr/met-city:31/flacs-constituency:jung-district-4,country:kr/met-city:31
Q50572696,남구제6선거구,country:kr/met-city:31/flacs-constituency:nam-district-6,country:kr/met-city:31
Q50572698,동구제3선거구,country:kr/met-city:31/flacs-constituency:dong-district-3,country:kr/met-city:31
Q50572700,울주군제2선거구,country:kr/met-city:31/flacs-constituency:ulju-county-2,country:kr/met-city:31
Q50572701,남구제3선거구,country:kr/met-city:31/flacs-constituency:nam-district-3,country:kr/met-city:31
Q50572707,동구제1선거구,country:kr/met-city:31/flacs-constituency:dong-district-1,country:kr/met-city:31
Q50572709,울주군제3선거구,country:kr/met-city:31/flacs-constituency:ulju-county-3,country:kr/met-city:31
Q50572710,남구제4선거구,country:kr/met-city:31/flacs-constituency:nam-district-4,country:kr/met-city:31
Q50572711,북구제2선거구,country:kr/met-city:31/flacs-constituency:buk-district-2,country:kr/met-city:31
Q50572712,울주군제1선거구,country:kr/met-city:31/flacs-constituency:ulju-county-1,country:kr/met-city:31
Q50572714,남구제2선거구,country:kr/met-city:31/flacs-constituency:nam-district-2,country:kr/met-city:31
Q50572715,중구제2선거구,country:kr/met-city:31/flacs-constituency:jung-district-2,country:kr/met-city:31
Q50572716,경산시제4선거구,country:kr/province:47/flacs-constituency:gyeongsan-4,country:kr/province:47
Q50572721,예천군제1선거구,country:kr/province:47/flacs-constituency:yecheon-county-1,country:kr/province:47
Q50572723,포항시제7선거구,country:kr/province:47/flacs-constituency:pohang-7,country:kr/province:47
Q50572726,안동시제2선거구,country:kr/province:47/flacs-constituency:andong-2,country:kr/province:47
Q50572728,청송군선거구,country:kr/province:47/flacs-constituency:cheongsong-county-1,country:kr/province:47
Q50572731,문경시제1선거구,country:kr/province:47/flacs-constituency:mungyeong-1,country:kr/province:47
Q50572735,영양군선거구,country:kr/province:47/flacs-constituency:yeongyang-county-1,country:kr/province:47
Q50572736,봉화군선거구,country:kr/province:47/flacs-constituency:bonghwa-county-1,country:kr/province:47
Q50572738,포항시제5선거구,country:kr/province:47/flacs-constituency:pohang-5,country:kr/province:47
Q50572739,구미시제6선거구,country:kr/province:47/flacs-constituency:gumi-6,country:kr/province:47
Q50572740,포항시제3선거구,country:kr/province:47/flacs-constituency:pohang-3,country:kr/province:47
Q50572741,칠곡군제1선거구,country:kr/province:47/flacs-constituency:chilgok-county-1,country:kr/province:47
Q50572743,경산시제1선거구,country:kr/province:47/flacs-constituency:gyeongsan-1,country:kr/province:47
Q50572744,문경시제2선거구,country:kr/province:47/flacs-constituency:mungyeong-2,country:kr/province:47
Q50572746,경주시제2선거구,country:kr/province:47/flacs-constituency:gyeongju-2,country:kr/province:47
Q50572747,영주시제1선거구,country:kr/province:47/flacs-constituency:yeongju-1,country:kr/province:47
Q50572748,포항시제1선거구,country:kr/province:47/flacs-constituency:pohang-1,country:kr/province:47
Q50572751,포항시제4선거구,country:kr/province:47/flacs-constituency:pohang-4,country:kr/province:47
Q50572753,경주시제3선거구,country:kr/province:47/flacs-constituency:gyeongju-3,country:kr/province:47
Q50572757,경주시제4선거구,country:kr/province:47/flacs-constituency:gyeongju-4,country:kr/province:47
Q50572758,군위군선거구,country:kr/province:47/flacs-constituency:gunwi-county-1,country:kr/province:47
Q50572759,구미시제1선거구,country:kr/province:47/flacs-constituency:gumi-1,country:kr/province:47
Q50572760,구미시제5선거구,country:kr/province:47/flacs-constituency:gumi-5,country:kr/province:47
Q50572763,포항시제2선거구,country:kr/province:47/flacs-constituency:pohang-2,country:kr/province:47
Q50572769,상주시제2선거구,country:kr/province:47/flacs-constituency:sangju-2,country:kr/province:47
Q50572770,고령군선거구,country:kr/province:47/flacs-constituency:goryeong-county-1,country:kr/province:47
Q50572771,구미시제3선거구,country:kr/province:47/flacs-constituency:gumi-3,country:kr/province:47
Q50572774,구미시제4선거구,country:kr/province:47/flacs-constituency:gumi-4,country:kr/province:47
Q50572776,칠곡군제2선거구,country:kr/province:47/flacs-constituency:chilgok-county-2,country:kr/province:47
Q50572777,청도군제2선거구,country:kr/province:47/flacs-constituency:cheongdo-county-2,country:kr/province:47
Q50572778,안동시제3선거구,country:kr/province:47/flacs-constituency:andong-3,country:kr/province:47
Q50572782,포항시제8선거구,country:kr/province:47/flacs-constituency:pohang-8,country:kr/province:47
Q50572785,구미시제2선거구,country:kr/province:47/flacs-constituency:gumi-2,country:kr/province:47
Q50572788,영천시제1선거구,country:kr/province:47/flacs-constituency:yeongcheon-1,country:kr/province:47
Q50572789,영덕군선거구,country:kr/province:47/flacs-constituency:yeongdeok-county-1,country:kr/province:47
Q50572791,예천군제2선거구,country:kr/province:47/flacs-constituency:yecheon-county-2,country:kr/province:47
Q50572792,경산시제3선거구,country:kr/province:47/flacs-constituency:gyeongsan-3,country:kr/province:47
Q50572793,경산시제2선거구,country:kr/province:47/flacs-constituency:gyeongsan-2,country:kr/province:47
Q50572794,상주시제1선거구,country:kr/province:47/flacs-constituency:sangju-1,country:kr/province:47
Q50572796,영주시제2선거구,country:kr/province:47/flacs-constituency:yeongju-2,country:kr/province:47
Q50572797,포항시제6선거구,country:kr/province:47/flacs-constituency:pohang-6,country:kr/province:47
Q50572799,청도군제1선거구,country:kr/province:47/flacs-constituency:cheongdo-county-1,country:kr/province:47
Q50572800,울진군제1선거구,country:kr/province:47/flacs-constituency:uljin-county-1,country:kr/province:47
Q50572801,울릉군선거구,country:kr/province:47/flacs-constituency:ulleung-county-1,country:kr/province:47
Q50572802,의성군제1선거구,country:kr/province:47/flacs-constituency:uiseong-county-1,country:kr/province:47
Q50572804,영천시제2선거구,country:kr/province:47/flacs-constituency:yeongcheon-2,country:kr/province:47
Q50572806,김천시제1선거구,country:kr/province:47/flacs-constituency:gimcheon-1,country:kr/province:47
Q50572808,울진군제2선거구,country:kr/province:47/flacs-constituency:uljin-county-2,country:kr/province:47
Q50572809,경주시제1선거구,country:kr/province:47/flacs-constituency:gyeongju-1,country:kr/province:47
Q50572811,안동시제1선거구,country:kr/province:47/flacs-constituency:andong-1,country:kr/province:47
Q50572812,의성군제2선거구,country:kr/province:47/flacs-constituency:uiseong-county-2,country:kr/province:47
Q50572815,성주군제1선거구,country:kr/province:47/flacs-constituency:seongju-county-1,country:kr/province:47
Q50572816,김천시제2선거구,country:kr/province:47/flacs-constituency:gimcheon-2,country:kr/province:47
Q50572817,성주군제2선거구,country:kr/province:47/flacs-constituency:seongju-county-2,country:kr/province:47
Q50572819,제주특별자치도제13선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-13,country:kr/ssg-province:49
Q50572820,제주특별자치도제19선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-19,country:kr/ssg-province:49
Q50572822,제주특별자치도제26선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-26,country:kr/ssg-province:49
Q50572823,제주특별자치도제1선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-1,country:kr/ssg-province:49
Q50572824,제주특별자치도제28선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-28,country:kr/ssg-province:49
Q50572826,제주특별자치도제20선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-20,country:kr/ssg-province:49
Q50572829,제주특별자치도제6선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-6,country:kr/ssg-province:49
Q50572831,제주특별자치도제21선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-21,country:kr/ssg-province:49
Q50572832,제주특별자치도제9선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-9,country:kr/ssg-province:49
Q50572833,제주특별자치도제10선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-10,country:kr/ssg-province:49
Q50572835,제주특별자치도제29선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-29,country:kr/ssg-province:49
Q50572836,제주특별자치도제12선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-12,country:kr/ssg-province:49
Q50572837,제주특별자치도제18선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-18,country:kr/ssg-province:49
Q50572839,제주특별자치도제23선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-23,country:kr/ssg-province:49
Q50572840,제주특별자치도제5선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-5,country:kr/ssg-province:49
Q50572842,제주특별자치도제15선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-15,country:kr/ssg-province:49
Q50572843,제주특별자치도제2선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-2,country:kr/ssg-province:49
