WIKIDATA,name,MS_FB,MS_FB_PARE
Q50573348,동래구제1선거구,country:kr/met-city:26/flacs-constituency:dongnae-district-1,country:kr/met-city:26
Q50573349,기장군제1선거구,country:kr/met-city:26/flacs-constituency:gijang-county-1,country:kr/met-city:26
Q50573352,동구제1선거구,country:kr/met-city:26/flacs-constituency:dong-district-1,country:kr/met-city:26
Q50573355,사상구제1선거구,country:kr/met-city:26/flacs-constituency:sasang-district-1,country:kr/met-city:26
Q50573358,북구제4선거구,country:kr/met-city:26/flacs-constituency:buk-district-4,country:kr/met-city:26
Q50573363,사하구제4선거구,country:kr/met-city:26/flacs-constituency:saha-district-4,country:kr/met-city:26
Q50573368,영도구제1선거구,country:kr/met-city:26/flacs-constituency:yeongdo-district-1,country:kr/met-city:26
Q50573371,남구제2선거구,country:kr/met-city:26/flacs-constituency:nam-district-2,country:kr/met-city:26
Q50573372,해운대구제2선거구,country:kr/met-city:26/flacs-constituency:haeundae-district-2,country:kr/met-city:26
Q50573374,부산진구제4선거구,country:kr/met-city:26/flacs-constituency:busanjin-district-4,country:kr/met-city:26
Q50573378,북구제1선거구,country:kr/met-city:26/flacs-constituency:buk-district-1,country:kr/met-city:26
Q50573379,영도구제2선거구,country:kr/met-city:26/flacs-constituency:yeongdo-district-2,country:kr/met-city:26
Q50573382,기장군제2선거구,country:kr/met-city:26/flacs-constituency:gijang-county-2,country:kr/met-city:26
Q50573384,부산진구제1선거구,country:kr/met-city:26/flacs-constituency:busanjin-district-1,country:kr/met-city:26
Q50573385,사하구제3선거구,country:kr/met-city:26/flacs-constituency:saha-district-3,country:kr/met-city:26
Q50573386,서구제2선거구,country:kr/met-city:26/flacs-constituency:seo-district-2,country:kr/met-city:26
Q50573387,남구제4선거구,country:kr/met-city:26/flacs-constituency:nam-district-4,country:kr/met-city:26
Q50573388,부산진구제2선거구,country:kr/met-city:26/flacs-constituency:busanjin-district-2,country:kr/met-city:26
Q50573389,중구선거구,country:kr/met-city:26/flacs-constituency:jung-district-1,country:kr/met-city:26
Q50573390,남구제3선거구,country:kr/met-city:26/flacs-constituency:nam-district-3,country:kr/met-city:26
Q50573391,수영구제1선거구,country:kr/met-city:26/flacs-constituency:suyeong-district-1,country:kr/met-city:26
Q50573392,동래구제2선거구,country:kr/met-city:26/flacs-constituency:dongnae-district-2,country:kr/met-city:26
Q50573393,서구제1선거구,country:kr/met-city:26/flacs-constituency:seo-district-1,country:kr/met-city:26
Q50573396,해운대구제1선거구,country:kr/met-city:26/flacs-constituency:haeundae-district-1,country:kr/met-city:26
Q50573397,강서구제2선거구,country:kr/met-city:26/flacs-constituency:gangseo-district-2,country:kr/met-city:26
Q50573399,해운대구제3선거구,country:kr/met-city:26/flacs-constituency:haeundae-district-3,country:kr/met-city:26
Q50573400,부산진구제3선거구,country:kr/met-city:26/flacs-constituency:busanjin-district-3,country:kr/met-city:26
Q50573401,연제구제1선거구,country:kr/met-city:26/flacs-constituency:yeonje-district-1,country:kr/met-city:26
Q50573402,사하구제1선거구,country:kr/met-city:26/flacs-constituency:saha-district-1,country:kr/met-city:26
Q50573404,북구제2선거구,country:kr/met-city:26/flacs-constituency:buk-district-2,country:kr/met-city:26
Q50573415,사상구제2선거구,country:kr/met-city:26/flacs-constituency:sasang-district-2,country:kr/met-city:26
Q50573426,금정구제1선거구,country:kr/met-city:26/flacs-constituency:geumjeong-district-1,country:kr/met-city:26
Q50573445,양천구제1선거구,country:kr/special-city:11/flacs-constituency:yangcheon-district-1,country:kr/special-city:11
Q50573461,송파구제6선거구,country:kr/special-city:11/flacs-constituency:songpa-district-6,country:kr/special-city:11
Q50573462,도봉구제1선거구,country:kr/special-city:11/flacs-constituency:dobong-district-1,country:kr/special-city:11
Q50573463,강남구제4선거구,country:kr/special-city:11/flacs-constituency:gangnam-district-4,country:kr/special-city:11
Q50573465,동작구제1선거구,country:kr/special-city:11/flacs-constituency:dongjak-district-1,country:kr/special-city:11
Q50573468,은평구제1선거구,country:kr/special-city:11/flacs-constituency:eunpyeong-district-1,country:kr/special-city:11
Q50573469,송파구제4선거구,country:kr/special-city:11/flacs-constituency:songpa-district-4,country:kr/special-city:11
Q50573470,영등포구제3선거구,country:kr/special-city:11/flacs-constituency:yeongdeungpo-district-3,country:kr/special-city:11
Q50573471,강남구제1선거구,country:kr/special-city:11/flacs-constituency:gangnam-district-1,country:kr/special-city:11
Q50573472,서초구제4선거구,country:kr/special-city:11/flacs-constituency:seocho-district-4,country:kr/special-city:11
Q50573476,송파구제2선거구,country:kr/special-city:11/flacs-constituency:songpa-district-2,country:kr/special-city:11
Q50573477,성북구제2선거구,country:kr/special-city:11/flacs-constituency:seongbuk-district-2,country:kr/special-city:11
Q50573478,구로구제4선거구,country:kr/special-city:11/flacs-constituency:guro-district-4,country:kr/special-city:11
Q50573479,성북구제4선거구,country:kr/special-city:11/flacs-constituency:seongbuk-district-4,country:kr/special-city:11
Q50573481,노원구제2선거구,country:kr/special-city:11/flacs-constituency:nowon-district-2,country:kr/special-city:11
Q50573482,강북구제4선거구,country:kr/special-city:11/flacs-constituency:gangbuk-district-4,country:kr/special-city:11
Q50573483,마포구제2선거구,country:kr/special-city:11/flacs-constituency:mapo-district-2,country:kr/special-city:11
Q50573484,송파구제1선거구,country:kr/special-city:11/flacs-constituency:songpa-district-1,country:kr/special-city:11
Q50573486,중랑구제1선거구,country:kr/special-city:11/flacs-constituency:jungnang-district-1,country:kr/special-city:11
Q50573487,중랑구제2선거구,country:kr/special-city:11/flacs-constituency:jungnang-district-2,country:kr/special-city:11
Q50573488,구로구제1선거구,country:kr/special-city:11/flacs-constituency:guro-district-1,country:kr/special-city:11
Q50573490,강서구제1선거구,country:kr/special-city:11/flacs-constituency:gangseo-district-1,country:kr/special-city:11
Q50573493,구로구제3선거구,country:kr/special-city:11/flacs-constituency:guro-district-3,country:kr/special-city:11
Q50573497,강남구제2선거구,country:kr/special-city:11/flacs-constituency:gangnam-district-2,country:kr/special-city:11
Q50573501,서대문구제2선거구,country:kr/special-city:11/flacs-constituency:seodaemun-district-2,country:kr/special-city:11
Q50573504,강남구제3선거구,country:kr/special-city:11/flacs-constituency:gangnam-district-3,country:kr/special-city:11
Q50573510,동작구제3선거구,country:kr/special-city:11/flacs-constituency:dongjak-district-3,country:kr/special-city:11
Q50573515,관악구제2선거구,country:kr/special-city:11/flacs-constituency:gwanak-district-2,country:kr/special-city:11
Q50573522,은평구제3선거구,country:kr/special-city:11/flacs-constituency:eunpyeong-district-3,country:kr/special-city:11
Q50573530,서초구제3선거구,country:kr/special-city:11/flacs-constituency:seocho-district-3,country:kr/special-city:11
Q50573534,중구제2선거구,country:kr/special-city:11/flacs-constituency:jung-district-2,country:kr/special-city:11
Q50573539,성동구제3선거구,country:kr/special-city:11/flacs-constituency:seongdong-district-3,country:kr/special-city:11
Q50573545,노원구제3선거구,country:kr/special-city:11/flacs-constituency:nowon-district-3,country:kr/special-city:11
Q50573551,송파구제5선거구,country:kr/special-city:11/flacs-constituency:songpa-district-5,country:kr/special-city:11
Q50573558,광진구제1선거구,country:kr/special-city:11/flacs-constituency:gwangjin-district-1,country:kr/special-city:11
Q50573565,중구제1선거구,country:kr/special-city:11/flacs-constituency:jung-district-1,country:kr/special-city:11
Q50573573,동대문구제3선거구,country:kr/special-city:11/flacs-constituency:dongdaemun-district-3,country:kr/special-city:11
Q50573592,노원구제6선거구,country:kr/special-city:11/flacs-constituency:nowon-district-6,country:kr/special-city:11
Q50573600,용산구제1선거구,country:kr/special-city:11/flacs-constituency:yongsan-district-1,country:kr/special-city:11
Q50573610,강서구제3선거구,country:kr/special-city:11/flacs-constituency:gangseo-district-3,country:kr/special-city:11
Q50573621,은평구제2선거구,country:kr/special-city:11/flacs-constituency:eunpyeong-district-2,country:kr/special-city:11
Q50573630,송파구제3선거구,country:kr/special-city:11/flacs-constituency:songpa-district-3,country:kr/special-city:11
Q50573642,강동구제3선거구,country:kr/special-city:11/flacs-constituency:gangdong-district-3,country:kr/special-city:11
Q50573655,금천구제1선거구,country:kr/special-city:11/flacs-constituency:geumcheon-district-1,country:kr/special-city:11
Q50573666,강북구제2선거구,country:kr/special-city:11/flacs-constituency:gangbuk-district-2,country:kr/special-city:11
Q50573677,서대문구제3선거구,country:kr/special-city:11/flacs-constituency:seodaemun-district-3,country:kr/special-city:11
Q50573689,강동구제1선거구,country:kr/special-city:11/flacs-constituency:gangdong-district-1,country:kr/special-city:11
Q50573702,종로구제2선거구,country:kr/special-city:11/flacs-constituency:jongno-district-2,country:kr/special-city:11
Q50573712,강동구제2선거구,country:kr/special-city:11/flacs-constituency:gangdong-district-2,country:kr/special-city:11
Q50573719,강북구제3선거구,country:kr/special-city:11/flacs-constituency:gangbuk-district-3,country:kr/special-city:11
Q50573725,도봉구제2선거구,country:kr/special-city:11/flacs-constituency:dobong-district-2,country:kr/special-city:11
Q50573734,동작구제4선거구,country:kr/special-city:11/flacs-constituency:dongjak-district-4,country:kr/special-city:11
Q50573744,광진구제3선거구,country:kr/special-city:11/flacs-constituency:gwangjin-district-3,country:kr/special-city:11
Q50573759,성동구제4선거구,country:kr/special-city:11/flacs-constituency:seongdong-district-4,country:kr/special-city:11
Q50573772,광진구제2선거구,country:kr/special-city:11/flacs-constituency:gwangjin-district-2,country:kr/special-city:11
Q50573785,서대문구제4선거구,country:kr/special-city:11/flacs-constituency:seodaemun-district-4,country:kr/special-city:11
Q50573796,서초구제2선거구,country:kr/special-city:11/flacs-constituency:seocho-district-2,country:kr/special-city:11
Q50573809,영등포구제4선거구,country:kr/special-city:11/flacs-constituency:yeongdeungpo-district-4,country:kr/special-city:11
Q50573819,강서구제4선거구,country:kr/special-city:11/flacs-constituency:gangseo-district-4,country:kr/special-city:11
Q50573834,성동구제2선거구,country:kr/special-city:11/flacs-constituency:seongdong-district-2,country:kr/special-city:11
Q50573843,동대문구제1선거구,country:kr/special-city:11/flacs-constituency:dongdaemun-district-1,country:kr/special-city:11
Q50573857,중랑구제4선거구,country:kr/special-city:11/flacs-constituency:jungnang-district-4,country:kr/special-city:11
Q50573869,중랑구제3선거구,country:kr/special-city:11/flacs-constituency:jungnang-district-3,country:kr/special-city:11
Q50573880,마포구제3선거구,country:kr/special-city:11/flacs-constituency:mapo-district-3,country:kr/special-city:11
Q50573891,성북구제3선거구,country:kr/special-city:11/flacs-constituency:seongbuk-district-3,country:kr/special-city:11
Q50573905,관악구제4선거구,country:kr/special-city:11/flacs-constituency:gwanak-district-4,country:kr/special-city:11
Q50573915,동대문구제2선거구,country:kr/special-city:11/flacs-constituency:dongdaemun-district-2,country:kr/special-city:11
Q50573924,광진구제4선거구,country:kr/special-city:11/flacs-constituency:gwangjin-district-4,country:kr/special-city:11
Q50573938,구로구제2선거구,country:kr/special-city:11/flacs-constituency:guro-district-2,country:kr/special-city:11
Q50573950,강동구제4선거구,country:kr/special-city:11/flacs-constituency:gangdong-district-4,country:kr/special-city:11
Q50573958,관악구제3선거구,country:kr/special-city:11/flacs-constituency:gwanak-district-3,country:kr/special-city:11
Q50573968,노원구제4선거구,country:kr/special-city:11/flacs-constituency:nowon-district-4,country:kr/special-city:11
Q50573982,양천구제2선거구,country:kr/special-city:11/flacs-constituency:yangcheon-district-2,country:kr/special-city:11
Q50573995,서초구제1선거구,country:kr/special-city:11/flacs-constituency:seocho-district-1,country:kr/special-city:11
Q50574012,영등포구제2선거구,country:kr/special-city:11/flacs-constituency:yeongdeungpo-district-2,country:kr/special-city:11
Q50574022,금천구제2선거구,country:kr/special-city:11/flacs-constituency:geumcheon-district-2,country:kr/special-city:11
Q50574029,성북구제1선거구,country:kr/special-city:11/flacs-constituency:seongbuk-district-1,country:kr/special-city:11
Q50574046,은평구제4선거구,country:kr/special-city:11/flacs-constituency:eunpyeong-district-4,country:kr/special-city:11
Q50574057,영등포구제1선거구,country:kr/special-city:11/flacs-constituency:yeongdeungpo-district-1,country:kr/special-city:11
Q50574066,관악구제1선거구,country:kr/special-city:11/flacs-constituency:gwanak-district-1,country:kr/special-city:11
Q50574079,동대문구제4선거구,country:kr/special-city:11/flacs-constituency:dongdaemun-district-4,country:kr/special-city:11
Q50574088,마포구제1선거구,country:kr/special-city:11/flacs-constituency:mapo-district-1,country:kr/special-city:11
Q50574096,마포구제4선거구,country:kr/special-city:11/flacs-constituency:mapo-district-4,country:kr/special-city:11
Q50574105,종로구제1선거구,country:kr/special-city:11/flacs-constituency:jongno-district-1,country:kr/special-city:11
Q50574116,양천구제4선거구,country:kr/special-city:11/flacs-constituency:yangcheon-district-4,country:kr/special-city:11
Q50574123,양천구제3선거구,country:kr/special-city:11/flacs-constituency:yangcheon-district-3,country:kr/special-city:11
Q50574130,노원구제5선거구,country:kr/special-city:11/flacs-constituency:nowon-district-5,country:kr/special-city:11
Q50574142,용산구제2선거구,country:kr/special-city:11/flacs-constituency:yongsan-district-2,country:kr/special-city:11
Q50574155,도봉구제4선거구,country:kr/special-city:11/flacs-constituency:dobong-district-4,country:kr/special-city:11
Q50574165,동작구제2선거구,country:kr/special-city:11/flacs-constituency:dongjak-district-2,country:kr/special-city:11
Q50574177,서대문구제1선거구,country:kr/special-city:11/flacs-constituency:seodaemun-district-1,country:kr/special-city:11
Q50574189,강서구제2선거구,country:kr/special-city:11/flacs-constituency:gangseo-district-2,country:kr/special-city:11
Q50574195,강북구제1선거구,country:kr/special-city:11/flacs-constituency:gangbuk-district-1,country:kr/special-city:11
Q50574205,도봉구제3선거구,country:kr/special-city:11/flacs-constituency:dobong-district-3,country:kr/special-city:11
Q50574219,청주시제2선거구,country:kr/province:43/flacs-constituency:cheongju-2,country:kr/province:43
Q50574229,옥천군제1선거구,country:kr/province:43/flacs-constituency:okcheon-county-1,country:kr/province:43
Q50574244,괴산군선거구,country:kr/province:43/flacs-constituency:goesan-county-1,country:kr/province:43
Q50574251,청주시제1선거구,country:kr/province:43/flacs-constituency:cheongju-1,country:kr/province:43
Q50574255,증평군선거구,country:kr/province:43/flacs-constituency:jeungpyeong-county-1,country:kr/province:43
Q50574265,충주시제2선거구,country:kr/province:43/flacs-constituency:chungju-2,country:kr/province:43
Q50574276,충주시제1선거구,country:kr/province:43/flacs-constituency:chungju-1,country:kr/province:43
Q50574286,진천군제2선거구,country:kr/province:43/flacs-constituency:jincheon-county-2,country:kr/province:43
Q50574299,청주시제9선거구,country:kr/province:43/flacs-constituency:cheongju-9,country:kr/province:43
Q50574312,영동군제2선거구,country:kr/province:43/flacs-constituency:yeongdong-county-2,country:kr/province:43
Q50574323,청주시제3선거구,country:kr/province:43/flacs-constituency:cheongju-3,country:kr/province:43
Q50574329,진천군제1선거구,country:kr/province:43/flacs-constituency:jincheon-county-1,country:kr/province:43
Q50574339,단양군선거구,country:kr/province:43/flacs-constituency:danyang-county-1,country:kr/province:43
Q50574351,음성군제1선거구,country:kr/province:43/flacs-constituency:eumseong-county-1,country:kr/province:43
Q50574358,청주시제10선거구,country:kr/province:43/flacs-constituency:cheongju-10,country:kr/province:43
Q50574365,청주시제6선거구,country:kr/province:43/flacs-constituency:cheongju-6,country:kr/province:43
Q50574375,청주시제8선거구,country:kr/province:43/flacs-constituency:cheongju-8,country:kr/province:43
Q50574383,청주시제11선거구,country:kr/province:43/flacs-constituency:cheongju-11,country:kr/province:43
Q50574393,청주시제4선거구,country:kr/province:43/flacs-constituency:cheongju-4,country:kr/province:43
Q50574397,제천시제2선거구,country:kr/province:43/flacs-constituency:jecheon-2,country:kr/province:43
Q50574404,음성군제2선거구,country:kr/province:43/flacs-constituency:eumseong-county-2,country:kr/province:43
Q50574412,영동군제1선거구,country:kr/province:43/flacs-constituency:yeongdong-county-1,country:kr/province:43
Q50574425,충주시제3선거구,country:kr/province:43/flacs-constituency:chungju-3,country:kr/province:43
Q50574438,청주시제7선거구,country:kr/province:43/flacs-constituency:cheongju-7,country:kr/province:43
Q50574448,옥천군제2선거구,country:kr/province:43/flacs-constituency:okcheon-county-2,country:kr/province:43
Q50574458,제천시제1선거구,country:kr/province:43/flacs-constituency:jecheon-1,country:kr/province:43
Q50574465,보은군선거구,country:kr/province:43/flacs-constituency:boeun-county-1,country:kr/province:43
Q50574473,청주시제5선거구,country:kr/province:43/flacs-constituency:cheongju-5,country:kr/province:43
